incident,application,region,prod_line,opened,app_category,priority,urgency,impact,Closed,sup_grp,grp_level,resolved,res_category,cust_time,pend_time,call_log,chat_log
INC000017956763,APP000010023266,R1001,PL1001,2018-01-28 21:43,Software,Priority 3,High,Limited,2018-02-09 0:21,SG1034,Level 2,2018-01-29 5:55,Physical environmental failure,29506,16907,,
INC000019103869,APP000010006077,R1016,PL1001,2018-09-27 6:55,Software,Priority 4,Low,Limited,2018-10-16 0:14,SG1062,Level 2,2018-10-05 8:04,Connectivity,695341,101056,,
INC000018116412,APP000010007300,R1016,PL1001,2018-03-05 10:30,Software,Priority 3,High,Limited,2018-03-16 0:12,SG1111,Level 1,2018-03-05 17:16,User knowledge or training error,24340,0,,
INC000018930705,APP000010007299,R1016,PL1001,2018-08-23 6:47,Software,Priority 3,High,Limited,2018-09-04 0:06,SG1141,Level 2,2018-08-24 5:47,Connectivity,82782,0,,
INC000018492627,APP000010026365,R1028,PL1001,2018-05-25 3:53,Software,Priority 4,Medium,Limited,2018-06-08 0:04,SG1116,Level 3,2018-05-28 2:51,Job Failure,255465,230376,,
INC000018897007,APP000010028434,R1016,PL1001,2018-08-16 5:36,Software,Priority 4,Medium,Limited,2018-08-27 0:08,SG1117,Level 3,2018-08-16 8:48,Job Failure,11532,0,,
INC000018979356,APP000010007299,R1016,PL1001,2018-09-03 7:14,Software,Priority 3,High,Limited,2018-09-14 0:02,SG1043,Level 1,2018-09-03 8:10,Job Failure,3344,0,,8.31E+17
INC000018003241,APP000010016112,R1028,PL1001,2018-02-06 19:57,Software,Priority 4,Low,Limited,2018-02-24 0:13,SG1248,Level 2,2018-02-13 2:28,Data Issue,541863,0,,
INC000018770464,APP000010027900,R1028,PL1001,2018-07-20 5:24,Software,Priority 3,High,Limited,2018-08-07 0:02,SG1112,Level 2,2018-07-27 10:01,Data Issue,621375,0,,
INC000019746211,APP000010032791,R1024,PL1002,2019-02-11 9:56,Software,Priority 4,Low,Limited,2019-02-25 2:30,SG1087,Level 2,,,1306055,506024,,
INC000018716034,APP000010007552,R1028,PL1001,2018-07-10 2:10,Software,Priority 4,Low,Limited,2018-07-22 0:01,SG1114,Level 3,2018-07-11 4:56,Data Issue,96315,0,,
INC000018580800,APP000010027423,R1016,PL1001,2018-06-12 1:56,Software,Priority 3,High,Limited,2018-06-25 0:02,SG1129,Level 2,2018-06-14 0:02,Data Issue,165977,53882,,
INC000019596006,APP000010029507,R1001,PL1002,2019-01-10 5:43,Software,Priority 3,High,Limited,2019-01-21 0:01,SG1005,Level 2,2019-01-10 6:58,User Access / Permission,4520,0,,
INC000018311877,APP000010020282,R1028,PL1001,2018-04-18 5:43,Software,Priority 3,High,Limited,2018-04-29 0:06,SG1237,Level 2,2018-04-18 12:53,Job Failure,25821,0,,
INC000018311688,APP000010024042,R1007,PL1001,2018-04-18 5:03,Software,Priority 3,High,Limited,2018-04-29 0:12,SG1018,Level 2,2018-04-18 11:49,High Memory Utilization,24384,0,,
INC000018634974,APP000010027900,R1028,PL1001,2018-06-22 5:56,Software,Priority 3,High,Limited,2018-07-03 0:12,SG1112,Level 2,2018-06-22 11:49,Data Issue,21197,0,,
INC000018757936,APP000010016112,R1028,PL1001,2018-07-18 2:25,Software,Priority 4,Low,Limited,2018-07-30 0:01,SG1112,Level 2,2018-07-19 2:37,Connectivity,87151,0,,
INC000017943127,APP000010023266,R1001,PL1001,2018-01-25 1:15,Software,Priority 4,Medium,Limited,2018-02-16 0:12,SG1034,Level 2,2018-02-05 1:48,Data Issue,952326,499683,,
INC000019174918,APP000010029346,R1001,PL1001,2018-10-12 0:21,Software,Priority 4,Low,Limited,2018-10-26 0:09,SG1073,Level 2,2018-10-15 23:42,Job Failure,343229,307309,,
INC000018366628,APP0025086,R1016,PL1002,2018-04-30 12:39,Software,Priority 4,Medium,Limited,2018-05-21 0:05,SG1158,Level 2,2018-05-10 16:47,User knowledge or training error,878852,872265,,
INC000018989783,APP000010021404,R1016,PL1001,2018-09-05 2:29,Software,Priority 3,High,Limited,2018-09-18 0:05,SG1112,Level 2,2018-09-07 3:32,User Access / Permission,176554,0,,
INC000018808489,APP000010026365,R1028,PL1001,2018-07-29 8:34,Software,Priority 4,Medium,Limited,2018-08-10 0:04,SG1116,Level 3,2018-07-30 3:17,User knowledge or training error,67396,0,,
INC000018814896,APP0005003,R1007,PL1001,2018-07-30 13:16,Software,Priority 4,Low,Limited,2018-08-18 0:01,SG1123,Level 1,2018-08-07 2:28,User knowledge or training error,652337,498297,,8.31E+17
INC000018916346,APP000010007299,R1016,PL1001,2018-08-20 20:38,Software,Priority 3,High,Limited,2018-09-01 0:04,SG1141,Level 2,2018-08-21 15:20,Data Issue,67337,0,,
INC000019004005,APP000010016112,R1028,PL1001,2018-09-07 2:32,Software,Priority 3,High,Limited,2018-09-20 0:03,SG1112,Level 2,2018-09-09 20:51,Data Issue,238785,0,,
INC000018265993,APP000010024042,R1007,PL1001,2018-04-09 3:19,Software,Priority 3,High,Limited,2018-04-22 0:07,SG1018,Level 2,2018-04-11 5:30,Data Issue,180630,0,,
INC000019649593,APP000010027423,R1016,PL1001,2019-01-21 7:42,Software,Priority 4,Low,Limited,2019-02-03 0:03,SG1129,Level 2,2019-01-23 2:52,User Access / Permission,155388,0,,
INC000018641392,APP000010022548,R1028,PL1001,2018-06-24 13:03,Software,Priority 3,High,Limited,2018-07-07 0:03,SG1214,Level 2,2018-06-26 7:04,Data Issue,151263,0,,
INC000017958880,APP000010027175,R1028,PL1001,2018-01-29 5:58,Software,Priority 4,Medium,Limited,2018-02-09 0:11,SG1116,Level 3,2018-01-29 11:13,User Access / Permission,18871,0,,
INC000018657037,APP000010020282,R1028,PL1001,2018-06-27 2:31,Software,Priority 4,Low,Limited,2018-07-08 0:06,SG1040,Level 1,2018-06-27 12:56,Job Failure,37494,0,,
INC000019090205,APP000010027900,R1028,PL1001,2018-09-25 5:01,Software,Priority 3,High,Limited,2018-10-08 0:08,SG1112,Level 2,2018-09-27 3:32,Job Failure,167497,0,,
INC000018321414,APP000010023266,R1001,PL1001,2018-04-19 21:07,Software,Priority 4,Low,Limited,2018-04-30 0:12,SG1123,Level 1,2018-04-19 21:19,User knowledge or training error,737,0,,
INC000017868320,APP000010007300,R1016,PL1001,2018-01-09 20:50,Software,Priority 3,High,Limited,2018-01-22 0:14,SG1111,Level 1,2018-01-11 4:58,Data Issue,115661,0,,
INC000018816948,APP000010021404,R1016,PL1001,2018-07-30 21:52,Software,Priority 3,High,Limited,2018-08-13 0:06,SG1112,Level 2,2018-08-02 4:22,User Access / Permission,196196,453,,
INC000018479746,APP000010026365,R1028,PL1001,2018-05-23 3:25,Software,Priority 4,Medium,Limited,2018-06-03 0:08,SG1116,Level 3,2018-05-23 3:32,Data Issue,437,0,,
INC000018595284,APP000010024042,R1007,PL1001,2018-06-14 8:49,Software,Priority 3,High,Limited,2018-06-29 0:09,SG1018,Level 2,2018-06-18 4:34,Change Implementation,330299,0,,
INC000018175657,APP000010027423,R1016,PL1001,2018-03-19 1:58,Software,Priority 3,High,Limited,2018-04-24 0:06,SG1129,Level 2,2018-04-13 3:33,Data Issue,2165695,1349097,,
INC000017958773,APP000010027175,R1028,PL1001,2018-01-29 5:35,Software,Priority 4,Medium,Limited,2018-02-09 0:11,SG1116,Level 3,2018-01-29 11:16,User Access / Permission,20454,0,,
INC000019234105,APP000010007299,R1016,PL1001,2018-10-24 9:13,Software,Priority 4,Low,Limited,2018-11-04 0:05,SG1123,Level 1,2018-10-24 9:47,Data Issue,2040,0,,8.31E+17
INC000018792283,APP000010020282,R1028,PL1001,2018-07-25 7:02,Software,Priority 3,High,Limited,2018-08-10 0:08,SG1116,Level 3,2018-07-30 2:35,Capacity/ Disk Space,416011,0,,
INC000018101631,APP000010024042,R1007,PL1001,2018-03-01 9:15,Software,Priority 4,Low,Limited,2018-03-19 0:14,SG1018,Level 2,2018-03-08 13:51,Application Defect (SDLC activities),621353,185908,,
INC000018272410,APP000010016112,R1028,PL1001,2018-04-10 2:21,Software,Priority 3,High,Limited,2018-04-22 0:00,SG1248,Level 2,2018-04-11 3:59,Connectivity,92279,0,,
INC000019083663,APP000010007300,R1016,PL1001,2018-09-24 6:24,Software,Priority 3,High,Limited,2018-11-10 0:08,SG1111,Level 1,2018-10-30 5:55,Change Implementation,3108654,0,,
INC000018367070,APP000010027175,R1028,PL1001,2018-04-30 14:11,Software,Priority 3,High,Limited,2018-05-11 0:09,SG1116,Level 3,2018-04-30 15:04,Job Failure,3191,0,,
INC000018394442,APP000010026365,R1028,PL1001,2018-05-07 2:20,Software,Priority 3,High,Limited,2018-05-18 0:13,SG1116,Level 3,2018-05-07 4:51,Data Issue,9047,0,,
INC000018752248,APP0005003,R1007,PL1001,2018-07-17 4:37,Software,Priority 3,High,Limited,2018-07-30 0:04,SG1145,Level 2,2018-07-19 9:30,User Access / Permission,190367,81678,,
INC000019272225,APP000010016112,R1028,PL1001,2018-10-31 23:34,Software,Priority 4,Low,Limited,2018-11-16 0:09,SG1112,Level 2,2018-11-05 3:56,Data Issue,364934,0,,
INC000018565329,APP000010024042,R1007,PL1001,2018-06-08 6:37,Software,Priority 3,High,Limited,2018-06-22 0:10,SG1018,Level 2,2018-06-11 3:10,Capacity/ Disk Space,246780,232563,,
INC000018520621,APP000010007552,R1028,PL1001,2018-05-31 7:58,Software,Priority 4,Low,Limited,2018-06-12 0:04,SG1114,Level 3,2018-06-01 10:45,Job Failure,96368,25554,,
INC000018736440,APP000010027423,R1016,PL1001,2018-07-13 7:13,Software,Priority 4,Low,Limited,2018-07-28 0:06,SG1129,Level 2,2018-07-17 9:26,Data Issue,353559,0,,
INC000018088088,APP000010029690,R1028,PL1002,2018-02-27 4:42,Software,Priority 4,Medium,Limited,2018-03-24 0:11,SG1260,Level 1,2018-03-13 13:04,Configuration Error,1236127,962526,,
INC000017929710,APP000010022548,R1028,PL1001,2018-01-22 15:10,Software,Priority 3,High,Limited,2018-02-03 0:05,SG1214,Level 2,2018-01-23 5:13,Data Issue,50564,0,,
INC000019016050,APP000010028753,R1028,PL1001,2018-09-10 11:46,Software,Priority 3,High,Limited,2018-09-21 0:09,SG1072,Level 2,2018-09-10 15:19,User Access / Permission,12777,0,,
INC000018074701,APP0006896,R1028,PL1002,2018-02-23 11:39,Software,Priority 4,Low,Limited,2018-03-06 0:05,SG1123,Level 1,2018-02-23 11:49,Connectivity,608,0,,
INC000017913951,APP000010007299,R1016,PL1001,2018-01-18 10:44,Software,Priority 3,High,Limited,2018-01-29 0:08,SG1141,Level 2,2018-01-18 10:59,Data Issue,877,0,,
INC000019652645,APP000010020342,R1007,PL1001,2019-01-21 16:47,Software,Priority 4,Low,Limited,2019-02-01 0:02,SG1123,Level 1,2019-01-21 17:14,User Access / Permission,1596,0,,
INC000018761921,APP000010007299,R1016,PL1001,2018-07-18 14:48,Software,Priority 3,High,Limited,2018-07-31 0:02,SG1141,Level 2,2018-07-20 11:46,Data Issue,161829,0,,
INC000018519290,APP000010027488,R1001,PL1001,2018-05-31 2:27,Software,Priority 4,Low,Limited,2018-07-23 0:05,SG1034,Level 2,2018-07-12 8:07,Connectivity,3649148,0,,8.31E+17
INC000018002175,APP000010007300,R1016,PL1001,2018-02-06 14:37,Software,Priority 4,Low,Limited,2018-02-18 0:11,SG1111,Level 1,2018-02-07 11:00,Data Issue,73396,0,,
INC000019081976,APP000010029346,R1001,PL1001,2018-09-23 23:06,Software,Priority 3,High,Limited,2018-10-11 0:02,SG1073,Level 2,2018-09-30 22:57,Job Failure,604258,0,,
INC000018663086,APP000010026365,R1028,PL1001,2018-06-28 2:40,Software,Priority 4,Medium,Limited,2018-07-09 0:08,SG1116,Level 3,2018-06-28 5:10,Change Implementation,8988,0,,
INC000018481512,APP0005003,R1007,PL1001,2018-05-23 9:17,Software,Priority 4,Low,Limited,2018-06-09 0:07,SG1145,Level 2,2018-05-29 6:54,User knowledge or training error,509820,0,,
INC000019522660,APP000010032982,R1028,PL1002,2018-12-21 16:12,Software,Priority 4,Low,Limited,2019-01-06 0:04,SG1088,Level 2,2018-12-26 1:41,Data Issue,379756,0,,
INC000019812834,APP000010007552,R1028,PL1001,2019-02-25 9:45,Software,Priority 4,Low,Limited,2019-02-26 3:05,SG1073,Level 2,2019-02-26 3:05,Connectivity,62397,0,,
INC000018832694,APP000010027423,R1016,PL1001,2018-08-02 9:15,Software,Priority 3,High,Limited,2018-08-18 0:08,SG1129,Level 2,2018-08-07 3:09,Data Issue,410027,0,,
INC000018312556,APP000010022548,R1028,PL1001,2018-04-18 8:22,Software,Priority 3,High,Limited,2018-04-29 0:04,SG1214,Level 2,2018-04-18 11:26,Data Issue,11038,0,,
INC000018480908,APP000010027175,R1028,PL1001,2018-05-23 7:27,Software,Priority 4,Low,Limited,2018-06-09 0:04,SG1116,Level 3,2018-05-29 8:48,Application Defect (SDLC activities),523285,0,,
INC000018553345,APP000010028753,R1028,PL1001,2018-06-06 10:42,Software,Priority 4,Low,Limited,2018-07-07 0:15,SG1079,Level 2,2018-06-26 7:51,Data Issue,1717753,75774,,
INC000019751524,APP0006896,R1028,PL1002,2019-02-12 5:20,Software,Priority 3,High,Limited,2019-02-23 0:05,SG1123,Level 1,2019-02-12 7:00,Connectivity,6000,0,,
INC000018632201,APP000010020342,R1007,PL1001,2018-06-21 15:27,Software,Priority 4,Low,Limited,2018-07-02 0:06,SG1123,Level 1,2018-06-21 15:30,User Access / Permission,148,0,,8.31E+17
INC000019048135,APP000010024042,R1007,PL1001,2018-09-17 4:32,Software,Priority 3,High,Limited,2018-10-05 0:10,SG1018,Level 2,2018-09-24 9:31,User Access / Permission,622715,0,,
INC000019401225,APP000010025588,R1016,PL1001,2018-11-28 8:57,Software,Priority 3,High,Limited,2018-12-29 0:00,SG1218,Level 2,2018-12-18 14:26,Change Implementation,1747780,0,,
INC000019575171,APP000010027900,R1028,PL1001,2019-01-07 6:56,Software,Priority 3,High,Limited,2019-01-19 0:08,SG1112,Level 2,2019-01-08 2:55,High CPU Usage,71969,0,,
INC000017935909,APP0004823,R1028,PL1002,2018-01-23 15:55,Software,Priority 4,Medium,Limited,2018-02-26 0:11,SG1157,Level 2,2018-02-15 2:21,Change Implementation,1938326,1248319,,
INC000019285428,APP000010016112,R1028,PL1001,2018-11-05 2:22,Software,Priority 4,Low,Limited,2018-11-17 0:01,SG1112,Level 2,2018-11-06 4:31,Data Issue,94127,0,,
INC000017997218,APP000010027488,R1001,PL1001,2018-02-05 20:49,Software,Priority 3,High,Limited,2018-02-18 0:06,SG1034,Level 2,2018-02-07 0:26,Data Issue,99426,0,,
INC000018893861,APP000010006077,R1016,PL1001,2018-08-15 14:04,Software,Priority 3,High,Limited,2018-09-02 0:09,SG1106,Level 2,2018-08-22 9:34,Data Issue,588597,510845,,
INC000019187774,APP000010007300,R1016,PL1001,2018-10-15 10:20,Software,Priority 4,Low,Limited,2018-11-09 0:08,SG1111,Level 1,2018-10-29 9:56,User Access / Permission,1208117,0,,8.31E+17
INC000019003672,APP000010029346,R1001,PL1001,2018-09-07 0:19,Software,Priority 3,High,Limited,2018-09-23 0:09,SG1034,Level 2,2018-09-12 20:43,Data Issue,505441,464991,,
INC000017904303,APP000010021404,R1016,PL1001,2018-01-16 20:34,Software,Priority 3,High,Limited,2018-01-28 0:09,SG1052,Level 2,2018-01-17 10:38,User Access / Permission,50642,0,,
INC000018550444,APP000010026365,R1028,PL1001,2018-06-06 2:58,Software,Priority 4,Low,Limited,2018-07-07 0:11,SG1116,Level 3,2018-06-26 7:53,Job Failure,1745701,1552096,,
INC000018836894,APP0006052,R1024,PL1001,2018-08-03 3:33,Software,Priority 4,Low,Limited,2018-08-14 0:03,SG1040,Level 1,2018-08-03 6:26,Interface or Middleware,10355,0,,
INC000017982425,APP000010016112,R1028,PL1001,2018-02-01 19:14,Software,Priority 3,High,Limited,2018-02-17 0:16,SG1248,Level 2,2018-02-06 14:38,Connectivity,415400,0,,
INC000019012432,APP000010024042,R1007,PL1001,2018-09-10 2:51,Software,Priority 3,High,Limited,2018-09-23 0:05,SG1018,Level 2,2018-09-12 12:36,Physical environmental failure,207899,107838,,
INC000018070295,APP000010022995,R1028,PL1002,2018-02-22 14:40,Software,Priority 4,Low,Limited,2018-03-16 0:01,SG1162,Level 1,2018-03-05 1:03,Data Issue,901406,0,,
INC000018839045,APP000010006077,R1016,PL1001,2018-08-03 10:47,Software,Priority 4,Medium,Limited,2018-08-21 0:05,SG1131,Level 2,2018-08-10 3:31,Connectivity,578627,75865,,
INC000017982626,APP000010007299,R1016,PL1001,2018-02-01 20:43,Software,Priority 3,High,Limited,2018-02-12 0:12,SG1141,Level 2,2018-02-01 23:13,Data Issue,9002,0,,
INC000018663939,APP000010027175,R1028,PL1001,2018-06-28 5:17,Software,Priority 4,Low,Limited,2018-07-10 0:03,SG1116,Level 3,2018-06-29 3:18,Job Failure,79244,0,,
INC000018421918,APP000010028753,R1028,PL1001,2018-05-11 10:10,Software,Priority 4,Low,Limited,2018-06-19 0:18,SG1079,Level 2,2018-06-08 15:19,Software Bug (vendor),2437783,3813,,
INC000018191675,APP0006896,R1028,PL1002,2018-03-21 16:48,Software,Priority 4,Low,Limited,2018-04-01 0:08,SG1123,Level 1,2018-03-21 17:01,Connectivity,755,0,,
INC000019131035,APP0004851,R1007,PL1002,2018-10-03 4:45,Software,Priority 4,Low,Limited,2018-10-14 0:04,SG1123,Level 1,2018-10-03 5:27,User knowledge or training error,2515,0,,8.31E+17
INC000018381831,APP000010007299,R1016,PL1001,2018-05-03 6:21,Software,Priority 3,High,Limited,2018-05-17 0:01,SG1141,Level 2,2018-05-06 8:42,Job Failure,267678,0,,
INC000018100705,APP000010016112,R1028,PL1001,2018-03-01 6:05,Software,Priority 3,High,Limited,2018-03-13 0:09,SG1248,Level 2,2018-03-02 2:39,Interface or Middleware,74001,0,,
INC000017876624,APP000010023266,R1001,PL1001,2018-01-11 3:15,Software,Priority 4,Medium,Limited,2018-01-28 0:13,SG1034,Level 2,2018-01-17 7:05,Data Issue,532231,381939,,
INC000017991631,APP000010027488,R1001,PL1001,2018-02-05 2:30,Software,Priority 3,High,Limited,2018-03-18 0:07,SG1034,Level 2,2018-03-07 10:21,Data Issue,2620246,936580,,
INC000018216206,APP000010006077,R1016,PL1001,2018-03-27 14:44,Software,Priority 3,Medium,Large,2018-04-17 0:11,SG1106,Level 2,2018-04-06 12:05,Data Issue,854488,766023,,
INC000018827810,APP000010007300,R1016,PL1001,2018-08-01 13:22,Software,Priority 3,High,Limited,2018-08-13 0:09,SG1111,Level 1,2018-08-02 10:41,User knowledge or training error,76702,0,,
INC000018491868,APP000010029386,R1001,PL1002,2018-05-25 0:30,Software,Priority 4,Low,Limited,2018-06-08 0:02,SG1171,Level 2,2018-05-28 1:40,Incident Opened in Error / Not serviced,263398,0,,
INC000019801208,APP0006052,R1024,PL1001,2019-02-22 2:35,Software,Priority 3,High,Limited,2019-02-24 20:42,SG1041,Level 1,2019-02-24 20:42,Software Bug (vendor),238049,0,,
INC000019089387,APP000010016112,R1028,PL1001,2018-09-25 2:54,Software,Priority 3,High,Limited,2018-10-07 0:09,SG1112,Level 2,2018-09-26 3:21,Data Issue,88005,0,,
INC000018738047,APP000010027900,R1028,PL1001,2018-07-13 12:16,Software,Priority 3,High,Limited,2018-07-31 0:03,SG1112,Level 2,2018-07-20 3:40,Job Failure,573814,0,,
INC000018115062,APP000010007552,R1028,PL1001,2018-03-05 7:43,Software,Priority 4,Low,Limited,2018-03-17 0:11,SG1103,Level 2,2018-03-06 8:03,Data Issue,87629,0,,
INC000017892042,APP000010023048,R1028,PL1002,2018-01-15 2:50,Software,Priority 4,Low,Limited,2018-01-26 0:18,SG1123,Level 1,2018-01-15 3:19,User knowledge or training error,1750,0,,
INC000019003677,APP000010027488,R1001,PL1001,2018-09-07 0:22,Software,Priority 3,High,Limited,2018-09-22 0:00,SG1024,Level 2,2018-09-11 22:14,User knowledge or training error,424294,4064,,
INC000018923592,APP000010029783,R1028,PL1001,2018-08-22 2:23,Software,Priority 3,High,Limited,2018-09-02 0:07,SG1214,Level 2,2018-08-22 10:51,Data Issue,30470,0,,
INC000018013906,APP000010022548,R1028,PL1001,2018-02-08 16:44,Software,Priority 3,High,Limited,2018-03-05 0:06,SG1214,Level 2,2018-02-22 1:45,Data Issue,1155663,0,,
INC000018023281,APP000010028834,R1007,PL1002,2018-02-12 4:02,Software,Priority 3,High,Limited,2018-02-23 0:00,SG1230,Level 1,2018-02-12 4:08,Configuration Error,390,0,,
INC000019188520,APP0006896,R1028,PL1002,2018-10-15 11:50,Software,Priority 4,Low,Limited,2018-10-26 0:06,SG1123,Level 1,2018-10-15 12:08,Connectivity,1051,0,,
INC000017827291,APP000010007299,R1016,PL1001,2018-01-02 3:31,Software,Priority 3,High,Limited,2018-01-14 0:09,SG1141,Level 2,2018-01-03 13:12,Data Issue,121287,0,,
INC000018786414,APP000010020342,R1007,PL1001,2018-07-24 8:02,Software,Priority 4,Low,Limited,2018-08-04 0:08,SG1123,Level 1,2018-07-24 8:16,User Access / Permission,841,0,,8.31E+17
INC000019019342,APP000010016112,R1028,PL1001,2018-09-11 2:33,Software,Priority 3,High,Limited,2018-09-23 0:01,SG1112,Level 2,2018-09-12 2:11,Data Issue,85093,0,,
INC000018283525,APP000010023266,R1001,PL1001,2018-04-11 20:36,Software,Priority 3,High,Limited,2018-04-24 0:12,SG1024,Level 2,2018-04-13 1:01,Job Failure,102315,0,,
INC000019192359,APP000010007300,R1016,PL1001,2018-10-16 4:54,Software,Priority 3,High,Limited,2018-10-29 0:08,SG1111,Level 1,2018-10-18 1:56,User Access / Permission,162135,0,,8.31E+17
INC000019215729,APP000010022869,R1001,PL1001,2018-10-21 1:50,Software,Priority 4,Low,Limited,2018-11-01 0:03,SG1033,Level 2,2018-10-21 2:45,Data Issue,3311,0,,
INC000019164055,APP000010029495,R1024,PL1001,2018-10-10 5:34,Software,Priority 4,Medium,Limited,2018-10-22 0:00,SG1072,Level 2,2018-10-11 5:32,Incident Opened in Error / Not serviced,86256,0,,
INC000019259394,APP000010021404,R1016,PL1001,2018-10-29 17:16,Software,Priority 4,Low,Limited,2018-11-20 0:07,SG1058,Level 2,2018-11-09 18:32,User Access / Permission,958562,33830,,8.31E+17
INC000018808492,APP000010026365,R1028,PL1001,2018-07-29 8:39,Software,Priority 4,Medium,Limited,2018-08-10 0:09,SG1116,Level 3,2018-07-30 3:21,Data Issue,67265,0,,
INC000018537590,APP0006052,R1024,PL1001,2018-06-04 10:44,Software,Priority 4,Low,Limited,2018-06-15 0:16,SG1040,Level 1,2018-06-04 14:18,Application Defect (SDLC activities),12859,0,,
INC000019170065,APP000010027488,R1001,PL1001,2018-10-11 5:15,Software,Priority 3,High,Limited,2018-10-23 0:01,SG1073,Level 2,2018-10-12 1:06,Data Issue,71430,0,,
INC000018866397,APP000010029783,R1028,PL1001,2018-08-09 10:58,Software,Priority 3,High,Limited,2018-08-24 0:11,SG1115,Level 3,2018-08-13 2:47,Data Issue,316127,0,,
INC000019161324,APP000010028834,R1007,PL1002,2018-10-09 15:49,Software,Priority 4,Low,Limited,2018-10-20 0:05,SG1123,Level 1,2018-10-09 17:07,User knowledge or training error,4674,0,,
INC000019798955,APP0006896,R1028,PL1002,2019-02-21 14:16,Software,Priority 4,Low,Limited,2019-02-21 14:21,SG1123,Level 1,2019-02-21 14:21,Connectivity,296,0,,
INC000019176010,APP0004852,R1028,PL1002,2018-10-12 4:12,Software,Priority 4,Low,Limited,2018-10-23 0:03,SG1123,Level 1,2018-10-12 4:55,User knowledge or training error,2572,0,,
INC000018021447,APP000010027488,R1001,PL1001,2018-02-11 10:53,Software,Priority 3,High,Limited,2018-03-11 0:09,SG1034,Level 2,2018-02-28 10:44,Data Issue,1468249,627466,,
INC000018750658,APP000010007300,R1016,PL1001,2018-07-16 22:12,Software,Priority 4,Low,Limited,2018-07-30 0:08,SG1111,Level 1,2018-07-19 0:58,User Access / Permission,182725,0,,8.31E+17
INC000018468893,APP000010027175,R1028,PL1001,2018-05-21 11:38,Software,Priority 4,Low,Limited,2018-06-04 0:15,SG1044,Level 1,2018-05-24 13:20,Data Issue,265310,263859,,8.31E+17
INC000018811075,APP000010026365,R1028,PL1001,2018-07-30 4:17,Software,Priority 4,Medium,Limited,2018-08-10 0:10,SG1116,Level 3,2018-07-30 4:37,Change Implementation,1205,0,,
INC000018868707,APP000010016140,R1001,PL1001,2018-08-09 21:48,Software,Priority 4,Low,Limited,2018-08-24 0:01,SG1014,Level 2,2018-08-13 3:59,User knowledge or training error,281498,0,,
INC000019264366,APP000010027900,R1028,PL1001,2018-10-30 12:56,Software,Priority 3,High,Limited,2018-11-11 0:03,SG1112,Level 2,2018-10-31 3:08,Job Failure,51123,0,,
INC000018234755,APP000010007299,R1016,PL1001,2018-04-02 1:23,Software,Priority 4,Low,Limited,2018-04-15 0:01,SG1141,Level 2,2018-04-04 18:09,Data Issue,233204,157618,,
INC000018238834,APP000010007552,R1028,PL1001,2018-04-02 16:27,Software,Priority 4,Low,Limited,2018-04-16 0:06,SG1103,Level 2,2018-04-05 7:00,Data Issue,225168,146636,,
INC000018923997,APP000010023266,R1001,PL1001,2018-08-22 3:50,Software,Priority 3,High,Limited,2018-09-03 0:02,SG1035,Level 3,2018-08-23 20:41,Incident Opened in Error / Not serviced,147035,1409,,
INC000019591448,APP000010027488,R1001,PL1001,2019-01-09 11:14,Software,Priority 4,Low,Limited,2019-01-20 0:00,SG1123,Level 1,2019-01-09 11:22,User Access / Permission,501,0,,8.31E+17
INC000019095719,APP000010029858,R1028,PL1001,2018-09-26 1:45,Software,Priority 4,Low,Limited,2018-10-16 0:12,SG1044,Level 1,2018-10-05 10:21,User Access / Permission,808560,146430,,
INC000018975493,APP000010022548,R1028,PL1001,2018-09-02 2:20,Software,Priority 4,Low,Limited,2018-09-14 0:04,SG1214,Level 2,2018-09-03 3:11,Job Failure,89439,0,,
INC000019124900,APP000010028834,R1007,PL1002,2018-10-02 3:53,Software,Priority 4,Low,Limited,2018-10-13 0:08,SG1084,Level 2,2018-10-02 4:22,Connectivity,1696,0,,
INC000019479444,APP0006896,R1028,PL1002,2018-12-12 15:06,Software,Priority 4,Low,Limited,2018-12-23 0:07,SG1055,Level 1,2018-12-12 16:03,Connectivity,3418,0,,
INC000017827741,APP000010020925,R1001,PL1001,2018-01-02 4:51,Software,Priority 4,Low,Limited,2018-01-15 0:08,SG1247,Level 2,2018-01-04 3:43,Incident Opened in Error / Not serviced,168706,0,,
INC000018474333,APP000010027900,R1028,PL1001,2018-05-22 7:46,Software,Priority 3,High,Limited,2018-06-05 0:18,SG1112,Level 2,2018-05-25 5:11,Data Issue,249915,0,,
INC000019059612,APP000010016112,R1028,PL1001,2018-09-18 20:54,Software,Priority 3,High,Limited,2018-10-02 0:02,SG1112,Level 2,2018-09-21 5:59,Data Issue,205492,397,,
INC000017990605,APP000010023266,R1001,PL1001,2018-02-04 20:24,Software,Priority 4,Low,Limited,2018-02-17 0:17,SG1024,Level 2,2018-02-06 23:21,Application Defect (SDLC activities),183431,0,,
INC000019108874,APP000010024042,R1007,PL1001,2018-09-28 1:02,Software,Priority 3,High,Limited,2018-10-12 0:02,SG1018,Level 2,2018-10-01 2:15,Application Defect (SDLC activities),263542,0,,
INC000018456331,APP000010027488,R1001,PL1001,2018-05-18 5:12,Software,Priority 3,High,Limited,2018-05-31 0:03,SG1034,Level 2,2018-05-20 23:03,Data Issue,237047,44493,,
INC000018288210,APP000010007300,R1016,PL1001,2018-04-12 14:10,Software,Priority 3,High,Limited,2018-04-24 0:11,SG1041,Level 1,2018-04-13 0:39,High Memory Utilization,37728,0,,
